DHSID_EA,nl_mean,year
AM-2010-6#-00000092,23.695528316798462,2010.0
AM-2010-6#-00000093,23.44283801233159,2010.0
AM-2010-6#-00000094,14.138097901833786,2010.0
AM-2010-6#-00000095,12.813513698445885,2010.0
AM-2010-6#-00000096,20.330811375695344,2010.0
AM-2010-6#-00000097,30.133532500085533,2010.0
AM-2010-6#-00000098,36.7374653204273,2010.0
AM-2010-6#-00000099,70.66604864963061,2010.0
AM-2010-6#-00000100,18.76195238306265,2010.0
AM-2010-6#-00000101,14.887174500249433,2010.0
AM-2010-6#-00000102,12.017386622592056,2010.0
AM-2010-6#-00000103,16.206471697592086,2010.0
AM-2010-6#-00000104,21.167887161222616,2010.0
AM-2010-6#-00000105,20.996500107714965,2010.0
AM-2010-6#-00000106,18.954455330865926,2010.0
AM-2010-6#-00000107,21.201814589318932,2010.0
AM-2010-6#-00000108,21.11344641251731,2010.0
AM-2010-6#-00000109,22.350281389435178,2010.0
AM-2010-6#-00000110,20.767505515442128,2010.0
AM-2010-6#-00000111,25.91866829273381,2010.0
AM-2010-6#-00000112,26.57468500679248,2010.0
AM-2010-6#-00000113,25.686251785618577,2010.0
AM-2010-6#-00000114,23.86679983487362,2010.0
AM-2010-6#-00000115,25.595115815910273,2010.0
AM-2010-6#-00000116,23.89704274372246,2010.0
AM-2010-6#-00000117,27.403462900867925,2010.0
AM-2010-6#-00000118,25.158700304306365,2010.0
AM-2010-6#-00000119,24.932622961171173,2010.0
AM-2010-6#-00000120,26.57468500679248,2010.0
AM-2010-6#-00000121,10.336666014266903,2010.0
AM-2010-6#-00000122,34.32941724537428,2010.0
AM-2010-6#-00000123,2.6591439608581613,2010.0
AM-2010-6#-00000124,16.670561058604687,2010.0
AM-2010-6#-00000125,7.58983924482933,2010.0
AM-2010-6#-00000126,8.387590926110583,2010.0
AM-2010-6#-00000127,7.5320924251678125,2010.0
AM-2010-6#-00000128,7.547490571567252,2010.0
AM-2010-6#-00000129,11.539048733709409,2010.0
AM-2010-6#-00000130,15.722029445300603,2010.0
AM-2010-6#-00000131,15.42235149874865,2010.0
AM-2010-6#-00000132,16.032417309462954,2010.0
AM-2010-6#-00000133,16.382011590816113,2010.0
AM-2010-6#-00000134,16.45938315861228,2010.0
AM-2010-6#-00000135,11.310876032892716,2010.0
AM-2010-6#-00000136,11.399197669089734,2010.0
AM-2010-6#-00000137,12.263713045028576,2010.0
AM-2010-6#-00000138,16.023402380556476,2010.0
AM-2010-6#-00000139,16.061241378138863,2010.0
AM-2010-6#-00000140,15.382050390760517,2010.0
AM-2010-6#-00000141,15.890802258818207,2010.0
AM-2010-6#-00000142,16.009545735788546,2010.0
AM-2010-6#-00000143,15.286283804832262,2010.0
AM-2010-6#-00000144,7.696732265013358,2010.0
AM-2010-6#-00000145,11.37920525271083,2010.0
AM-2010-6#-00000146,11.453366102382157,2010.0
AM-2010-6#-00000147,2.6952880583942416,2010.0
AM-2010-6#-00000148,2.196000099182129,2010.0
AM-2010-6#-00000149,9.37410912274306,2010.0
AM-2010-6#-00000150,9.636916627469589,2010.0
AM-2010-6#-00000151,5.544506923436477,2010.0
AM-2010-6#-00000152,11.260846404743305,2010.0
AM-2010-6#-00000153,8.433468109828974,2010.0
AM-2010-6#-00000154,7.567771926984014,2010.0
AM-2010-6#-00000155,12.676677362514615,2010.0
AM-2010-6#-00000156,24.298023162630603,2010.0
AM-2010-6#-00000157,14.285356253382336,2010.0
AM-2010-6#-00000158,19.459790536300442,2010.0
AM-2010-6#-00000159,23.22520826875774,2010.0
AM-2010-6#-00000160,25.50871036718736,2010.0
AM-2010-6#-00000161,22.69574718962262,2010.0
AM-2010-6#-00000162,28.0761290435615,2010.0
AM-2010-6#-00000163,27.468344200761994,2010.0
AM-2010-6#-00000164,26.528093862111913,2010.0
AM-2010-6#-00000165,15.23691545841374,2010.0
AM-2010-6#-00000166,17.79539570047598,2010.0
AM-2010-6#-00000167,12.944498808331693,2010.0
AM-2010-6#-00000168,9.975949830491926,2010.0
AM-2010-6#-00000169,8.86741309189054,2010.0
AM-2010-6#-00000170,10.66740788292949,2010.0
AM-2010-6#-00000171,10.707454201545408,2010.0
AM-2010-6#-00000172,20.088653698517515,2010.0
AM-2010-6#-00000173,14.709780137583826,2010.0
AM-2010-6#-00000174,6.110666995776337,2010.0
AM-2010-6#-00000175,5.900961617972474,2010.0
AM-2010-6#-00000176,5.396391276895244,2010.0
AM-2010-6#-00000177,6.117292316477833,2010.0
AM-2010-6#-00000178,2.196000099182129,2010.0
AM-2010-6#-00000179,5.4849835811235135,2010.0
AM-2010-6#-00000180,7.42766458741613,2010.0
AM-2010-6#-00000181,3.9743337386005524,2010.0
AM-2010-6#-00000182,12.014235594821683,2010.0
AM-2010-6#-00000183,12.9501926402173,2010.0
AM-2010-6#-00000184,13.253651809245062,2010.0
AM-2010-6#-00000185,17.162820327403864,2010.0
AM-2010-6#-00000186,15.038142286386456,2010.0
AM-2010-6#-00000187,18.42781601551999,2010.0
AM-2010-6#-00000188,18.535140831348578,2010.0
AM-2010-6#-00000189,22.120636098158446,2010.0
AM-2010-6#-00000190,31.10903513511297,2010.0
AM-2010-6#-00000191,33.978260843349574,2010.0
AM-2010-6#-00000192,26.849970408450268,2010.0
AM-2010-6#-00000193,33.708090810999416,2010.0
AM-2010-6#-00000194,27.53469081111616,2010.0
AM-2010-6#-00000195,29.736463382930676,2010.0
AM-2010-6#-00000196,18.79729372664719,2010.0
AM-2010-6#-00000197,19.481372198217056,2010.0
AM-2010-6#-00000198,19.326348955505676,2010.0
AM-2010-6#-00000199,16.717963228486035,2010.0
AM-2010-6#-00000200,26.30635282638943,2010.0
AM-2010-6#-00000201,38.94794110589649,2010.0
AM-2010-6#-00000202,9.429057946474632,2010.0
AM-2010-6#-00000203,19.74225873601753,2010.0
AM-2010-6#-00000204,20.054659321501546,2010.0
AM-2010-6#-00000205,24.654260831669358,2010.0
AM-2010-6#-00000206,55.89506492211424,2010.0
AM-2010-6#-00000207,54.01720110859884,2010.0
AM-2010-6#-00000208,15.076954865754452,2010.0
AM-2010-6#-00000209,25.26051201564814,2010.0
AM-2010-6#-00000210,24.023689297709453,2010.0
AM-2010-6#-00000211,34.14078368395578,2010.0
AM-2010-6#-00000212,30.86998749761937,2010.0
AM-2010-6#-00000213,28.94023074253116,2010.0
AM-2010-6#-00000214,34.332518983391424,2010.0
AM-2010-6#-00000215,28.22120250911632,2010.0
AM-2010-6#-00000216,29.5629417131388,2010.0
AM-2010-6#-00000217,29.964219663356737,2010.0
AM-2010-6#-00000218,36.67145140695187,2010.0
AM-2010-6#-00000219,32.93918691355739,2010.0
AM-2010-6#-00000220,27.510203450828826,2010.0
AM-2010-6#-00000221,24.121121870522682,2010.0
AM-2010-6#-00000222,10.054843559851788,2010.0
AM-2010-6#-00000223,11.701897564997632,2010.0
AM-2010-6#-00000224,9.129019929958462,2010.0
AM-2010-6#-00000225,6.226000554203208,2010.0
AM-2010-6#-00000226,7.06601402067854,2010.0
AM-2010-6#-00000227,11.66138145513509,2010.0
AM-2010-6#-00000228,8.146090883799857,2010.0
AM-2010-6#-00000229,6.301542328633239,2010.0
AM-2010-6#-00000230,4.651217441624836,2010.0
AM-2010-6#-00000231,7.036750693550388,2010.0
AM-2010-6#-00000232,12.960639330656058,2010.0
AM-2010-6#-00000233,5.750297532857084,2010.0
AM-2010-6#-00000234,13.796387444275794,2010.0
AM-2010-6#-00000235,13.950219539398875,2010.0
AM-2010-6#-00000236,9.951461484484469,2010.0
AM-2010-6#-00000237,13.458072915596029,2010.0
AM-2010-6#-00000238,13.326441974808555,2010.0
AM-2010-6#-00000239,13.904491591734045,2010.0
AM-2010-6#-00000240,14.162584376982293,2010.0
AM-2010-6#-00000241,13.925671304748958,2010.0
AM-2010-6#-00000242,12.634451963592612,2010.0
AM-2010-6#-00000243,12.154999150338883,2010.0
AM-2010-6#-00000244,13.02061996097704,2010.0
AM-2010-6#-00000245,11.509769302288966,2010.0
AM-2010-6#-00000246,9.624078855738187,2010.0
AM-2010-6#-00000247,10.928306204675941,2010.0
AM-2010-6#-00000248,9.166630298155448,2010.0
AM-2010-6#-00000249,9.392035782127278,2010.0
AM-2010-6#-00000250,11.268592433584786,2010.0
AM-2010-6#-00000251,2.196000099182129,2010.0
AM-2010-6#-00000252,2.3757360131316165,2010.0
AM-2010-6#-00000253,4.749167602946785,2010.0
AM-2010-6#-00000254,2.196000099182129,2010.0
AM-2010-6#-00000255,3.1392231264374706,2010.0
AM-2010-6#-00000256,5.858877102728305,2010.0
AM-2010-6#-00000257,3.120945491490113,2010.0
AM-2010-6#-00000258,8.548392156441823,2010.0
AM-2010-6#-00000259,9.205517193128035,2010.0
AM-2010-6#-00000260,9.022832650115333,2010.0
AM-2010-6#-00000261,10.267509027119555,2010.0
AM-2010-6#-00000262,9.953598379716649,2010.0
AM-2010-6#-00000263,9.921935669152107,2010.0
AM-2010-6#-00000264,9.542656209000437,2010.0
AM-2010-6#-00000265,8.923694941686787,2010.0
AM-2010-6#-00000266,9.55122114488777,2010.0
AM-2010-6#-00000267,8.12037146163876,2010.0
AM-2010-6#-00000268,11.896969617765164,2010.0
AM-2010-6#-00000269,8.562263325504595,2010.0
AM-2010-6#-00000270,5.067113613442521,2010.0
AM-2010-6#-00000271,6.240765641948344,2010.0
AM-2010-6#-00000272,5.32060327746968,2010.0
AM-2010-6#-00000273,4.746882865616836,2010.0
AM-2010-6#-00000274,4.662631784583549,2010.0
AM-2010-6#-00000275,4.565795095759784,2010.0
AM-2010-6#-00000276,4.792469038693826,2010.0
AM-2010-6#-00000277,2.196000099182129,2010.0
AM-2010-6#-00000278,3.9678158944499167,2010.0
AM-2010-6#-00000279,5.879605796349044,2010.0
AM-2010-6#-00000280,4.760697119616399,2010.0
AM-2010-6#-00000281,3.2539401023509824,2010.0
AM-2010-6#-00000282,3.981364091501379,2010.0
AM-2010-6#-00000283,5.162688630003967,2010.0
AM-2010-6#-00000284,12.998503261098309,2010.0
AM-2010-6#-00000285,9.04775665105008,2010.0
AM-2010-6#-00000286,6.442958017765032,2010.0
AM-2010-6#-00000287,12.543361379160693,2010.0
AM-2010-6#-00000288,12.20841066803395,2010.0
AM-2010-6#-00000289,11.370480783565922,2010.0
AM-2010-6#-00000290,9.788269145346659,2010.0
AM-2010-6#-00000291,8.138199246541118,2010.0
AM-2010-6#-00000292,9.410756496398644,2010.0
AM-2010-6#-00000293,11.60697581837884,2010.0
AM-2010-6#-00000294,8.63190414353913,2010.0
AM-2010-6#-00000295,12.508647939783938,2010.0
AM-2010-6#-00000296,12.801708062284499,2010.0
AM-2010-6#-00000297,11.87578009829435,2010.0
AM-2010-6#-00000298,7.002055402988198,2010.0
AM-2010-6#-00000299,5.438851679259655,2010.0
AM-2010-6#-00000300,6.511641842366548,2010.0
AM-2010-6#-00000301,12.51861140021266,2010.0
AM-2010-6#-00000302,6.55844198847312,2010.0
AM-2010-6#-00000303,5.9022724639264865,2010.0
AM-2010-6#-00000304,2.196000099182129,2010.0
AM-2010-6#-00000305,8.457330367753066,2010.0
AM-2010-6#-00000306,7.905606650741501,2010.0
AM-2010-6#-00000307,3.753454503943397,2010.0
AM-2010-6#-00000308,4.789533907968417,2010.0
AM-2016-7#-00000001,9.73090776939018,2016.0
AM-2016-7#-00000002,8.500579713724614,2016.0
AM-2016-7#-00000003,7.008122180962004,2016.0
AM-2016-7#-00000004,6.71720209753637,2016.0
AM-2016-7#-00000005,7.443961279168581,2016.0
AM-2016-7#-00000006,8.370764622316138,2016.0
AM-2016-7#-00000007,10.078765627510132,2016.0
AM-2016-7#-00000008,15.037280082805301,2016.0
AM-2016-7#-00000009,14.572518004494784,2016.0
AM-2016-7#-00000010,19.27409329297404,2016.0
AM-2016-7#-00000011,19.951348824499203,2016.0
AM-2016-7#-00000012,18.085445706251264,2016.0
AM-2016-7#-00000013,22.856349175435586,2016.0
AM-2016-7#-00000014,8.871725710916868,2016.0
AM-2016-7#-00000015,4.8144565400949855,2016.0
AM-2016-7#-00000016,16.56875236390967,2016.0
AM-2016-7#-00000017,19.384659684700765,2016.0
AM-2016-7#-00000018,5.966690779487613,2016.0
AM-2016-7#-00000019,9.565160980649932,2016.0
AM-2016-7#-00000020,12.739980158675683,2016.0
AM-2016-7#-00000021,21.346907317092995,2016.0
AM-2016-7#-00000022,21.77137869407745,2016.0
AM-2016-7#-00000023,22.262121083656673,2016.0
AM-2016-7#-00000024,21.558019269168124,2016.0
AM-2016-7#-00000025,21.808997842391975,2016.0
AM-2016-7#-00000026,23.2553268242689,2016.0
AM-2016-7#-00000027,8.060777832139047,2016.0
AM-2016-7#-00000028,12.084444236832368,2016.0
AM-2016-7#-00000029,9.032653380386282,2016.0
AM-2016-7#-00000030,11.927457233819078,2016.0
AM-2016-7#-00000031,10.327766499033528,2016.0
AM-2016-7#-00000032,10.72909250221817,2016.0
AM-2016-7#-00000033,8.573201451194327,2016.0
AM-2016-7#-00000034,8.069276668489186,2016.0
AM-2016-7#-00000035,8.902294748304257,2016.0
AM-2016-7#-00000036,9.300860107903846,2016.0
AM-2016-7#-00000037,6.171705513819966,2016.0
AM-2016-7#-00000038,7.219206139603196,2016.0
AM-2016-7#-00000039,1.1971955356149662,2016.0
AM-2016-7#-00000041,17.421564228852773,2016.0
AM-2016-7#-00000043,11.805013145679972,2016.0
AM-2016-7#-00000044,7.622220002961407,2016.0
AM-2016-7#-00000045,8.67234269958329,2016.0
AM-2016-7#-00000046,6.881335814511579,2016.0
AM-2016-7#-00000047,13.985874808985011,2016.0
AM-2016-7#-00000048,21.878155125394688,2016.0
AM-2016-7#-00000049,0.691526861452268,2016.0
AM-2016-7#-00000050,0.6940049813443172,2016.0
AM-2016-7#-00000051,0.6566171622739211,2016.0
AM-2016-7#-00000052,0.6034425822275045,2016.0
AM-2016-7#-00000053,0.6627538600370363,2016.0
AM-2016-7#-00000055,0.6879570225074813,2016.0
AM-2016-7#-00000057,0.43308055402475426,2016.0
AM-2016-7#-00000058,0.4507645445232527,2016.0
AM-2016-7#-00000059,0.20671252262828352,2016.0
AM-2016-7#-00000060,0.4384089778125951,2016.0
AM-2016-7#-00000061,0.28784399139244066,2016.0
AM-2016-7#-00000062,0.28838938356362503,2016.0
AM-2016-7#-00000063,0.26975876933322507,2016.0
AM-2016-7#-00000064,0.16999933323244643,2016.0
AM-2016-7#-00000065,0.18017946064495113,2016.0
AM-2016-7#-00000066,0.17634156305908652,2016.0
AM-2016-7#-00000067,0.1847443159582843,2016.0
AM-2016-7#-00000069,0.11623024041574306,2016.0
AM-2016-7#-00000070,0.12208526312090351,2016.0
AM-2016-7#-00000071,0.1218009395644739,2016.0
AM-2016-7#-00000072,1.3566331189128353,2016.0
AM-2016-7#-00000073,1.3276322341680251,2016.0
AM-2016-7#-00000074,1.3799974838883453,2016.0
AM-2016-7#-00000075,1.4029756090683188,2016.0
AM-2016-7#-00000076,1.404923510057841,2016.0
AM-2016-7#-00000077,0.2184690735556446,2016.0
AM-2016-7#-00000078,0.42518045154364004,2016.0
AM-2016-7#-00000079,0.6323520965754459,2016.0
AM-2016-7#-00000080,0.450851840481122,2016.0
AM-2016-7#-00000082,0.7753080651660187,2016.0
AM-2016-7#-00000084,1.1049330479124333,2016.0
AM-2016-7#-00000085,0.9479738259530902,2016.0
AM-2016-7#-00000086,0.40079320827707426,2016.0
AM-2016-7#-00000087,0.3392080327873045,2016.0
AM-2016-7#-00000088,1.0038386164212034,2016.0
AM-2016-7#-00000089,0.3259300975621274,2016.0
AM-2016-7#-00000090,0.6118493745550199,2016.0
AM-2016-7#-00000091,0.999423957038549,2016.0
AM-2016-7#-00000092,1.4040533384040244,2016.0
AM-2016-7#-00000093,1.1777366926664574,2016.0
AM-2016-7#-00000094,1.4625730255666671,2016.0
AM-2016-7#-00000096,1.8160979227504561,2016.0
AM-2016-7#-00000097,1.3026674645307292,2016.0
AM-2016-7#-00000098,1.816477970970635,2016.0
AM-2016-7#-00000099,3.0998555782830333,2016.0
AM-2016-7#-00000100,1.1174497801583347,2016.0
AM-2016-7#-00000101,1.067264929000619,2016.0
AM-2016-7#-00000102,0.3136658787071957,2016.0
AM-2016-7#-00000103,0.6815944482667406,2016.0
AM-2016-7#-00000104,1.0419705888971555,2016.0
AM-2016-7#-00000105,0.3898175017456053,2016.0
AM-2016-7#-00000106,0.34646835657414543,2016.0
AM-2016-7#-00000107,0.3308525585965531,2016.0
AM-2016-7#-00000108,0.4189833898708849,2016.0
AM-2016-7#-00000109,0.5373127255745458,2016.0
AM-2016-7#-00000110,0.23987626487958527,2016.0
AM-2016-7#-00000111,0.433268829418897,2016.0
AM-2016-7#-00000112,0.10759758797346376,2016.0
AM-2016-7#-00000113,1.2824607320722825,2016.0
AM-2016-7#-00000114,0.3112392190686559,2016.0
AM-2016-7#-00000115,1.7625805085184756,2016.0
AM-2016-7#-00000116,0.28907395996299445,2016.0
AM-2016-7#-00000117,1.6548411960910716,2016.0
AM-2016-7#-00000118,1.5988256844013116,2016.0
AM-2016-7#-00000119,1.5809209133354072,2016.0
AM-2016-7#-00000120,1.2864744939266926,2016.0
AM-2016-7#-00000121,0.5756410748882507,2016.0
AM-2016-7#-00000122,0.37360647388372636,2016.0
AM-2016-7#-00000123,1.1549118870989445,2016.0
AM-2016-7#-00000124,0.41636597595939906,2016.0
AM-2016-7#-00000125,0.5068581797344691,2016.0
AM-2016-7#-00000126,0.44680557395187265,2016.0
AM-2016-7#-00000127,0.3954760224106036,2016.0
AM-2016-7#-00000128,0.45925280707907284,2016.0
AM-2016-7#-00000129,0.5501441394006321,2016.0
AM-2016-7#-00000130,0.5137271428587161,2016.0
AM-2016-7#-00000131,0.5282091329146789,2016.0
AM-2016-7#-00000132,0.15556436468132043,2016.0
AM-2016-7#-00000133,0.26016004979896895,2016.0
AM-2016-7#-00000134,0.23134177218259,2016.0
AM-2016-7#-00000135,0.10154385776439111,2016.0
AM-2016-7#-00000136,0.4007451391764922,2016.0
AM-2016-7#-00000137,0.4076498992820741,2016.0
AM-2016-7#-00000138,0.20742300937447078,2016.0
AM-2016-7#-00000139,0.2087465981259707,2016.0
AM-2016-7#-00000140,0.18072277450323196,2016.0
AM-2016-7#-00000141,0.3825132812933709,2016.0
AM-2016-7#-00000142,0.15890216511139638,2016.0
AM-2016-7#-00000143,0.6208633336446597,2016.0
AM-2016-7#-00000144,0.6561217223766078,2016.0
AM-2016-7#-00000145,0.6260317880178772,2016.0
AM-2016-7#-00000146,0.6352128184022742,2016.0
AM-2016-7#-00000147,0.6341205810893275,2016.0
AM-2016-7#-00000148,0.1809442953905753,2016.0
AM-2016-7#-00000149,0.3904000777970915,2016.0
AM-2016-7#-00000150,0.36325772614879637,2016.0
AM-2016-7#-00000151,0.15553543564449224,2016.0
AM-2016-7#-00000152,0.15791007904428236,2016.0
AM-2016-7#-00000153,0.20803657233531728,2016.0
AM-2016-7#-00000154,0.9443741903723043,2016.0
AM-2016-7#-00000155,0.49482471650630316,2016.0
AM-2016-7#-00000156,1.2226358364044085,2016.0
AM-2016-7#-00000157,1.2797627675723497,2016.0
AM-2016-7#-00000158,0.903825365851953,2016.0
AM-2016-7#-00000159,1.1049334883809043,2016.0
AM-2016-7#-00000160,0.6727806925581126,2016.0
AM-2016-7#-00000161,0.5975568901544944,2016.0
AM-2016-7#-00000162,1.2334619082308238,2016.0
AM-2016-7#-00000163,0.7670834420317184,2016.0
AM-2016-7#-00000164,0.2738276107627032,2016.0
AM-2016-7#-00000165,0.9817539617056024,2016.0
AM-2016-7#-00000166,0.13427023777430996,2016.0
AM-2016-7#-00000167,0.19867856486858382,2016.0
AM-2016-7#-00000168,0.30055053800035103,2016.0
AM-2016-7#-00000169,0.13515467672062031,2016.0
AM-2016-7#-00000170,0.13906116112304714,2016.0
AM-2016-7#-00000171,0.13550141549772687,2016.0
AM-2016-7#-00000172,0.11645800873471059,2016.0
AM-2016-7#-00000173,0.12705448083112625,2016.0
AM-2016-7#-00000174,0.23709983128119047,2016.0
AM-2016-7#-00000175,0.41677203283567515,2016.0
AM-2016-7#-00000176,0.1393920269252153,2016.0
AM-2016-7#-00000177,0.15714862306190885,2016.0
AM-2016-7#-00000178,0.12815586510276575,2016.0
AM-2016-7#-00000179,0.12261929826546705,2016.0
AM-2016-7#-00000180,0.12316304895051486,2016.0
AM-2016-7#-00000181,0.12701625811978057,2016.0
AM-2016-7#-00000182,0.12250069846961646,2016.0
AM-2016-7#-00000183,0.12338053692044867,2016.0
AM-2016-7#-00000184,0.12233827084600811,2016.0
AM-2016-7#-00000185,1.2726258768725056,2016.0
AM-2016-7#-00000186,0.402946797494749,2016.0
AM-2016-7#-00000187,0.8299058577705923,2016.0
AM-2016-7#-00000188,1.585309397824587,2016.0
AM-2016-7#-00000189,0.9404232002553551,2016.0
AM-2016-7#-00000190,0.4233786663698353,2016.0
AM-2016-7#-00000191,0.46440047094153697,2016.0
AM-2016-7#-00000192,0.45747039567525916,2016.0
AM-2016-7#-00000193,1.379120559573907,2016.0
AM-2016-7#-00000194,0.49203167815796917,2016.0
AM-2016-7#-00000195,0.4423138410364009,2016.0
AM-2016-7#-00000196,0.47569269524107344,2016.0
AM-2016-7#-00000197,2.2337382993052803,2016.0
AM-2016-7#-00000198,2.161198280173877,2016.0
AM-2016-7#-00000199,2.7518335775080573,2016.0
AM-2016-7#-00000200,1.8875565009234456,2016.0
AM-2016-7#-00000201,2.0543755337170846,2016.0
AM-2016-7#-00000202,1.036539379063133,2016.0
AM-2016-7#-00000203,0.7400250657316998,2016.0
AM-2016-7#-00000204,0.4334434010491193,2016.0
AM-2016-7#-00000205,0.3263047302532361,2016.0
AM-2016-7#-00000206,1.143205127901226,2016.0
AM-2016-7#-00000207,3.0796758322255604,2016.0
AM-2016-7#-00000208,2.8019880849427783,2016.0
AM-2016-7#-00000209,0.5818673478699977,2016.0
AM-2016-7#-00000210,3.0677019164576893,2016.0
AM-2016-7#-00000211,3.344994735952434,2016.0
AM-2016-7#-00000212,0.7356916654064123,2016.0
AM-2016-7#-00000213,0.7424762438325321,2016.0
AM-2016-7#-00000214,1.5249738170297638,2016.0
AM-2016-7#-00000215,2.1382475627300512,2016.0
AM-2016-7#-00000216,2.582712201732069,2016.0
AM-2016-7#-00000217,0.21733533925915718,2016.0
AM-2016-7#-00000218,2.496781574803469,2016.0
AM-2016-7#-00000219,1.5291832248819008,2016.0
AM-2016-7#-00000220,1.856313362091562,2016.0
AM-2016-7#-00000221,2.581542077238218,2016.0
AM-2016-7#-00000222,2.3565889971582124,2016.0
AM-2016-7#-00000223,2.490409592416643,2016.0
AM-2016-7#-00000224,1.5059446382084887,2016.0
AM-2016-7#-00000225,2.1430444989915722,2016.0
AM-2016-7#-00000226,0.6417053301899949,2016.0
AM-2016-7#-00000227,0.7260374338197874,2016.0
AM-2016-7#-00000228,1.0389427783350815,2016.0
AM-2016-7#-00000229,0.20608033015332924,2016.0
AM-2016-7#-00000230,0.5732984056514256,2016.0
AM-2016-7#-00000231,0.19873041317479878,2016.0
AM-2016-7#-00000232,0.18052025556770576,2016.0
AM-2016-7#-00000233,0.18454739531820805,2016.0
AM-2016-7#-00000234,0.12009048630312652,2016.0
AM-2016-7#-00000235,0.1367068058986794,2016.0
AM-2016-7#-00000236,0.15319229502601836,2016.0
AM-2016-7#-00000237,0.1319602375319718,2016.0
AM-2016-7#-00000238,0.5319446578260937,2016.0
AM-2016-7#-00000239,0.43142141677287393,2016.0
AM-2016-7#-00000240,0.14410986816479765,2016.0
AM-2016-7#-00000241,0.3965091207759832,2016.0
AM-2016-7#-00000242,0.43064792069115576,2016.0
AM-2016-7#-00000243,0.2355820537885305,2016.0
AM-2016-7#-00000244,0.6329935324940256,2016.0
AM-2016-7#-00000245,0.26379992222153464,2016.0
AM-2016-7#-00000246,0.6869581366025316,2016.0
AM-2016-7#-00000247,0.6759949093691572,2016.0
AM-2016-7#-00000248,0.5948691030803986,2016.0
AM-2016-7#-00000249,0.9117819262889201,2016.0
AM-2016-7#-00000250,1.104189143163431,2016.0
AM-2016-7#-00000251,0.12785320246164636,2016.0
AM-2016-7#-00000252,0.09239802864859628,2016.0
AM-2016-7#-00000253,0.2068279800140963,2016.0
AM-2016-7#-00000254,0.7585298597645366,2016.0
AM-2016-7#-00000255,0.5689390107355683,2016.0
AM-2016-7#-00000256,0.5186448690983847,2016.0
AM-2016-7#-00000257,0.16401558451391743,2016.0
AM-2016-7#-00000258,0.11537371090206903,2016.0
AM-2016-7#-00000259,0.6044747871332378,2016.0
AM-2016-7#-00000260,0.36598394719878785,2016.0
AM-2016-7#-00000261,1.204153064191685,2016.0
AM-2016-7#-00000262,0.11647023906803095,2016.0
AM-2016-7#-00000263,0.3305619450418228,2016.0
AM-2016-7#-00000264,0.345986536471764,2016.0
AM-2016-7#-00000265,0.15553854328343522,2016.0
AM-2016-7#-00000266,0.12188282643749548,2016.0
AM-2016-7#-00000267,0.14939030683691434,2016.0
AM-2016-7#-00000268,0.33437619817023184,2016.0
AM-2016-7#-00000269,0.3527116444253179,2016.0
AM-2016-7#-00000270,0.34022646509491905,2016.0
AM-2016-7#-00000271,0.355160782711637,2016.0
AM-2016-7#-00000272,0.11778567763841047,2016.0
AM-2016-7#-00000273,0.1759531934520961,2016.0
AM-2016-7#-00000274,0.12001387883761166,2016.0
AM-2016-7#-00000275,0.1154975287621409,2016.0
AM-2016-7#-00000276,0.13148356897860294,2016.0
AM-2016-7#-00000277,0.11174419657329741,2016.0
AM-2016-7#-00000278,0.15054638472338083,2016.0
AM-2016-7#-00000279,0.10729118214501229,2016.0
AM-2016-7#-00000280,0.16149524031064455,2016.0
AM-2016-7#-00000281,0.3812846412412573,2016.0
AM-2016-7#-00000282,0.36591677015868573,2016.0
AM-2016-7#-00000283,0.38006467496578805,2016.0
AM-2016-7#-00000284,0.41306487193615427,2016.0
AM-2016-7#-00000285,0.4285344547791831,2016.0
AM-2016-7#-00000286,0.41721280121381626,2016.0
AM-2016-7#-00000287,0.18671091243584584,2016.0
AM-2016-7#-00000288,0.12542827977498464,2016.0
AM-2016-7#-00000289,0.13451823519576472,2016.0
AM-2016-7#-00000290,0.2720530013291481,2016.0
AM-2016-7#-00000291,0.44235106624579806,2016.0
AM-2016-7#-00000292,0.4161866514050745,2016.0
AM-2016-7#-00000293,0.5034816203240888,2016.0
AM-2016-7#-00000294,0.8071840427323792,2016.0
AM-2016-7#-00000295,1.0793804053973115,2016.0
AM-2016-7#-00000296,0.8827574269703287,2016.0
AM-2016-7#-00000297,0.7686612923188376,2016.0
AM-2016-7#-00000298,0.6336259030968077,2016.0
AM-2016-7#-00000299,0.2671271944306118,2016.0
AM-2016-7#-00000300,0.1560365681049458,2016.0
AM-2016-7#-00000301,0.12874424276524715,2016.0
AM-2016-7#-00000302,0.15769432209159998,2016.0
AM-2016-7#-00000303,0.08089009739650482,2016.0
AM-2016-7#-00000304,0.1932814215276618,2016.0
AM-2016-7#-00000305,0.26030460785313875,2016.0
AM-2016-7#-00000306,0.08821869839800638,2016.0
AM-2016-7#-00000307,0.1642485820456497,2016.0
AM-2016-7#-00000308,0.2591499668717247,2016.0
AM-2016-7#-00000309,0.18851068610562494,2016.0
AM-2016-7#-00000310,0.16385534982356326,2016.0
AM-2016-7#-00000311,0.08858797582421382,2016.0
AM-2016-7#-00000312,0.09576916848992165,2016.0
AM-2016-7#-00000313,0.2595458381468633,2016.0
AO-2011-6#-00000001,65.7681817221284,2011.0
AO-2011-6#-00000002,84.49076178169764,2011.0
AO-2011-6#-00000003,71.87490456497152,2011.0
AO-2011-6#-00000004,90.05530639120451,2011.0
AO-2011-6#-00000005,77.97416034961013,2011.0
AO-2011-6#-00000006,82.91777546672535,2011.0
